Player,Team,Season,PPG,REB,AST,STL
Russell Westbrook,LAC,2023-24,11.1,5.0,4.5,1.1
Team Totals,LAC,2022-23,113.6,43.2,23.9,7.1
Team Totals,LAC,2023-24,115.6,43.0,25.6,7.8
Team Totals,LAC,2024-25,112.9,43.8,25.2,9.4
Terance Mann,LAC,2022-23,8.8,3.4,2.3,0.5
Terance Mann,LAC,2023-24,8.8,3.4,1.6,0.6
Terance Mann,LAC,2024-25,6.0,2.9,1.6,0.8
Trentyn Flowers,LAC,2024-25,1.8,0.7,0.0,0.0
Xavier Moon,LAC,2022-23,1.8,0.8,1.3,0.0
Xavier Moon,LAC,2023-24,2.4,1.3,1.5,0.2
Alex Fudge,LAL,2023-24,1.0,0.5,0.0,0.0
Alex Len,LAL,2024-25,2.2,3.1,0.8,0.1
Anthony Davis,LAL,2022-23,25.9,12.5,2.6,1.1
Anthony Davis,LAL,2023-24,24.7,12.6,3.5,1.2
Anthony Davis,LAL,2024-25,25.7,11.9,3.4,1.3
Armel Traoré,LAL,2024-25,1.6,1.7,0.1,0.4
Austin Reaves,LAL,2022-23,13.0,3.0,3.4,0.5
Austin Reaves,LAL,2023-24,15.9,4.3,5.5,0.8
Austin Reaves,LAL,2024-25,20.2,4.5,5.8,1.1
Bronny James,LAL,2024-25,2.3,0.7,0.8,0.3
Cam Reddish,LAL,2023-24,5.4,2.1,1.0,1.0
Cam Reddish,LAL,2024-25,3.2,2.0,0.7,1.0
Christian Koloko,LAL,2024-25,2.4,2.5,0.4,0.2
Christian Wood,LAL,2023-24,6.9,5.1,1.0,0.3
Cole Swider,LAL,2022-23,1.3,1.0,0.6,0.0
Colin Castleton,LAL,2023-24,1.5,0.8,0.2,0.1
D'Angelo Russell,LAL,2022-23,17.4,2.9,6.1,0.6
D'Angelo Russell,LAL,2023-24,18.0,3.1,6.3,0.9
D'Angelo Russell,LAL,2024-25,12.4,2.8,4.7,0.8
D'Moi Hodge,LAL,2023-24,2.0,0.0,0.7,0.1
Dalton Knecht,LAL,2024-25,9.1,2.8,0.8,0.3
Damian Jones,LAL,2022-23,2.5,2.5,0.2,0.1
Davon Reed,LAL,2022-23,1.0,0.5,0.5,0.3
Dennis Schröder,LAL,2022-23,12.6,2.5,4.5,0.8
Dorian Finney-Smith,LAL,2024-25,7.9,3.6,1.4,0.9
Dylan Windler,LAL,2023-24,1.5,0.4,0.8,0.0
Gabe Vincent,LAL,2023-24,3.1,0.8,1.9,0.8
Gabe Vincent,LAL,2024-25,6.4,1.3,1.4,0.7
Harry Giles,LAL,2023-24,0.3,0.6,0.0,0.1
Jalen Hood-Schifino,LAL,2023-24,1.6,0.6,0.4,0.1
Jalen Hood-Schifino,LAL,2024-25,2.0,0.5,0.5,0.0
Jarred Vanderbilt,LAL,2022-23,7.2,6.7,1.6,1.2
Jarred Vanderbilt,LAL,2023-24,5.2,4.8,1.2,1.2
Jarred Vanderbilt,LAL,2024-25,4.1,5.1,1.1,1.0
Jaxson Hayes,LAL,2023-24,4.3,3.0,0.5,0.5
Jaxson Hayes,LAL,2024-25,6.8,4.8,1.0,0.6
Jordan Goodwin,LAL,2024-25,5.6,3.9,1.4,1.0
Juan Toscano-Anderson,LAL,2022-23,2.7,2.0,0.8,0.3
Kendrick Nunn,LAL,2022-23,6.7,1.4,0.9,0.3
LeBron James,LAL,2022-23,28.9,8.3,6.8,0.9
LeBron James,LAL,2023-24,25.7,7.3,8.3,1.3
LeBron James,LAL,2024-25,24.4,7.8,8.2,1.0
Lonnie Walker IV,LAL,2022-23,11.7,1.9,1.1,0.5
Luka Dončić,LAL,2024-25,28.2,8.1,7.5,1.6
Malik Beasley,LAL,2022-23,11.1,3.3,1.2,0.8
Markieff Morris,LAL,2024-25,5.5,1.9,2.1,0.1
Matt Ryan,LAL,2022-23,3.9,1.2,0.3,0.2
Max Christie,LAL,2022-23,3.1,1.8,0.5,0.2
Max Christie,LAL,2023-24,4.2,2.1,0.9,0.3
Max Christie,LAL,2024-25,8.5,2.7,1.4,0.8
Maxwell Lewis,LAL,2023-24,0.3,0.1,0.2,0.1
Maxwell Lewis,LAL,2024-25,0.6,0.3,0.3,0.1
Mo Bamba,LAL,2022-23,3.7,4.6,0.4,0.1
Patrick Beverley,LAL,2022-23,6.4,3.1,2.6,0.9
Quincy Olivari,LAL,2024-25,1.5,0.0,0.5,0.0
Rui Hachimura,LAL,2022-23,9.6,4.7,0.7,0.2
Rui Hachimura,LAL,2023-24,13.6,4.3,1.2,0.6
Rui Hachimura,LAL,2024-25,13.1,5.0,1.4,0.8
Russell Westbrook,LAL,2022-23,15.9,6.2,7.5,1.0
Scotty Pippen Jr.,LAL,2022-23,2.3,0.7,0.3,0.3
Shake Milton,LAL,2024-25,3.9,1.8,1.3,0.3
Skylar Mays,LAL,2023-24,1.3,0.4,0.6,0.4
Spencer Dinwiddie,LAL,2023-24,6.8,1.7,2.4,0.5
Sterling Brown,LAL,2022-23,0.0,2.0,0.5,0.8
Taurean Prince,LAL,2023-24,8.9,2.9,1.5,0.7
Team Totals,LAL,2022-23,117.2,45.7,25.3,6.4
Team Totals,LAL,2023-24,118.0,43.1,28.5,7.4
Team Totals,LAL,2024-25,113.4,42.4,26.0,7.7
Thomas Bryant,LAL,2022-23,12.1,6.8,0.7,0.3
Trey Jemison,LAL,2024-25,2.6,2.8,0.3,0.1
Troy Brown Jr.,LAL,2022-23,7.1,4.1,1.3,0.8
Wenyen Gabriel,LAL,2022-23,5.5,4.2,0.5,0.4
Bismack Biyombo,MEM,2023-24,5.2,6.4,1.7,0.3
Brandon Clarke,MEM,2022-23,10.0,5.5,1.3,0.6
Brandon Clarke,MEM,2023-24,11.3,5.3,1.5,0.8
Brandon Clarke,MEM,2024-25,8.3,5.1,1.0,0.8
Cam Spencer,MEM,2024-25,4.2,1.2,1.4,0.4
Colin Castleton,MEM,2024-25,1.4,0.9,0.0,0.1
Danny Green,MEM,2022-23,3.0,1.3,0.7,0.3
David Roddy,MEM,2022-23,6.7,2.8,0.8,0.4
David Roddy,MEM,2023-24,8.4,4.2,1.6,0.5
DeJon Jarreau,MEM,2023-24,4.8,4.9,2.9,0.7
Derrick Rose,MEM,2023-24,8.0,1.9,3.3,0.3
Desmond Bane,MEM,2022-23,21.5,5.0,4.4,1.0
Desmond Bane,MEM,2023-24,23.7,4.4,5.5,1.0
Desmond Bane,MEM,2024-25,19.2,6.1,5.3,1.2
Dillon Brooks,MEM,2022-23,14.3,3.3,2.6,0.9
GG Jackson II,MEM,2023-24,14.6,4.1,1.2,0.6
GG Jackson II,MEM,2024-25,7.2,3.2,1.0,0.4
Ja Morant,MEM,2022-23,26.2,5.9,8.1,1.1
Ja Morant,MEM,2023-24,25.1,5.6,8.1,0.8
Ja Morant,MEM,2024-25,23.2,4.1,7.3,1.2
Jack White,MEM,2023-24,1.5,3.0,0.3,1.0
Jacob Gilyard,MEM,2022-23,3.0,4.0,7.0,3.0
Jacob Gilyard,MEM,2023-24,4.7,1.2,3.5,0.7
Jake LaRavia,MEM,2022-23,3.0,1.8,0.6,0.3
Jake LaRavia,MEM,2023-24,10.8,3.7,1.7,0.8
Jake LaRavia,MEM,2024-25,7.3,4.4,2.8,0.9
Jaren Jackson Jr.,MEM,2022-23,18.6,6.8,1.0,1.0
Jaren Jackson Jr.,MEM,2023-24,22.5,5.5,2.3,1.2
Jaren Jackson Jr.,MEM,2024-25,22.2,5.6,2.0,1.2
Jay Huff,MEM,2024-25,6.9,2.0,0.6,0.3
Jaylen Nowell,MEM,2023-24,5.7,1.6,1.8,0.3
Jaylen Wells,MEM,2024-25,10.4,3.4,1.7,0.6
John Konchar,MEM,2022-23,5.1,4.3,1.4,1.1
John Konchar,MEM,2023-24,4.3,4.7,2.0,0.9
John Konchar,MEM,2024-25,2.4,3.3,0.9,0.7
Jordan Goodwin,MEM,2023-24,10.0,8.0,4.5,1.5
Kennedy Chandler,MEM,2022-23,2.2,1.1,1.6,0.3
Kenneth Lofton Jr.,MEM,2022-23,5.0,2.1,0.8,0.2
Kenneth Lofton Jr.,MEM,2023-24,2.6,1.0,0.9,0.2
Lamar Stevens,MEM,2023-24,11.5,5.1,1.1,0.9
Lamar Stevens,MEM,2024-25,4.4,2.2,0.5,0.3
Luke Kennard,MEM,2022-23,11.3,3.1,2.3,0.5
Luke Kennard,MEM,2023-24,11.0,2.9,3.5,0.5
Luke Kennard,MEM,2024-25,8.9,2.8,3.3,0.8
Marcus Smart,MEM,2023-24,14.5,2.7,4.3,2.1
Marcus Smart,MEM,2024-25,8.7,2.3,3.7,1.2
Marvin Bagley III,MEM,2024-25,3.6,2.3,0.3,0.2
Matthew Hurt,MEM,2023-24,4.0,2.0,0.5,0.4
Mãozinha Pereira,MEM,2023-24,6.9,5.3,0.3,0.9
Santi Aldama,MEM,2022-23,9.0,4.8,1.3,0.6
Santi Aldama,MEM,2023-24,10.7,5.8,2.3,0.7
Santi Aldama,MEM,2024-25,12.5,6.4,2.9,0.8
Scotty Pippen Jr.,MEM,2023-24,12.9,3.2,4.7,1.7
Scotty Pippen Jr.,MEM,2024-25,9.9,3.3,4.4,1.3
Shaquille Harrison,MEM,2023-24,0.7,0.7,0.0,0.0
Steven Adams,MEM,2022-23,8.6,11.5,2.3,0.9
Team Totals,MEM,2022-23,116.9,46.6,26.0,8.3
Team Totals,MEM,2023-24,105.8,42.6,24.7,8.2
Team Totals,MEM,2024-25,121.7,47.3,28.4,8.9
Timmy Allen,MEM,2023-24,2.6,3.4,1.0,0.8
Tosan Evbuomwan,MEM,2023-24,2.5,3.5,1.5,0.0
Trey Jemison,MEM,2023-24,7.4,5.8,1.2,0.5
Tyus Jones,MEM,2022-23,10.3,2.5,5.2,1.0
Vince Williams Jr.,MEM,2022-23,2.0,1.0,0.3,0.4
Vince Williams Jr.,MEM,2023-24,10.0,5.6,3.4,0.9
Vince Williams Jr.,MEM,2024-25,6.6,3.6,2.0,0.4
Wenyen Gabriel,MEM,2023-24,3.4,5.0,0.6,0.4
Xavier Tillman Sr.,MEM,2022-23,7.0,5.0,1.6,1.0
Xavier Tillman Sr.,MEM,2023-24,6.0,4.6,1.7,1.2
Yuki Kawamura,MEM,2024-25,1.6,0.5,0.9,0.1
Yuta Watanabe,MEM,2023-24,2.6,1.8,1.0,0.6
Zach Edey,MEM,2024-25,9.2,8.3,1.0,0.5
Zavier Simpson,MEM,2023-24,6.0,2.9,3.6,1.0
Ziaire Williams,MEM,2022-23,5.7,2.1,0.9,0.4
Ziaire Williams,MEM,2023-24,8.2,3.5,1.5,0.7
Zyon Pullin,MEM,2024-25,0.0,0.0,0.0,0.0
Alec Burks,MIA,2024-25,7.3,2.5,1.1,0.6
Alondes Williams,MIA,2023-24,0.7,0.1,0.0,0.0
Andrew Wiggins,MIA,2024-25,19.0,4.2,3.3,1.2
Bam Adebayo,MIA,2022-23,20.4,9.2,3.2,1.2
Bam Adebayo,MIA,2023-24,19.3,10.4,3.9,1.1
Bam Adebayo,MIA,2024-25,18.1,9.6,4.3,1.3
Caleb Martin,MIA,2022-23,9.6,4.8,1.6,1.0
Caleb Martin,MIA,2023-24,10.0,4.4,2.2,0.7
Cody Zeller,MIA,2022-23,6.5,4.3,0.7,0.2
Cole Swider,MIA,2023-24,2.3,0.4,0.3,0.1
Davion Mitchell,MIA,2024-25,10.3,2.7,5.3,1.4
Delon Wright,MIA,2023-24,5.4,1.9,2.6,1.4
Dewayne Dedmon,MIA,2022-23,5.7,3.6,0.5,0.2
Dru Smith,MIA,2022-23,2.2,1.8,1.0,0.8
Dru Smith,MIA,2023-24,4.3,1.6,1.6,1.0
Dru Smith,MIA,2024-25,6.2,2.6,1.6,1.5
Duncan Robinson,MIA,2022-23,6.4,1.6,1.1,0.3
Duncan Robinson,MIA,2023-24,12.9,2.5,2.8,0.7
Duncan Robinson,MIA,2024-25,11.0,2.3,2.4,0.5
Gabe Vincent,MIA,2022-23,9.4,2.1,2.5,0.9
Haywood Highsmith,MIA,2022-23,4.4,3.5,0.8,0.7
Haywood Highsmith,MIA,2023-24,6.1,3.2,1.1,0.8
Haywood Highsmith,MIA,2024-25,6.5,3.4,1.5,0.9
Isaiah Stevens,MIA,2024-25,0.0,0.7,0.0,0.3
Jaime Jaquez Jr.,MIA,2023-24,11.9,3.8,2.6,1.0
Jaime Jaquez Jr.,MIA,2024-25,8.6,4.4,2.5,0.9
Jamal Cain,MIA,2022-23,5.4,2.9,0.7,0.6
Jamal Cain,MIA,2023-24,3.7,1.4,0.4,0.4
Jamaree Bouyea,MIA,2022-23,3.8,1.3,1.0,1.0
Jimmy Butler,MIA,2022-23,22.9,5.9,5.3,1.8
Jimmy Butler,MIA,2023-24,20.8,5.3,5.0,1.3
Jimmy Butler,MIA,2024-25,17.0,5.2,4.8,1.1
Josh Christopher,MIA,2024-25,2.0,0.6,0.6,0.4
Josh Richardson,MIA,2023-24,9.9,2.8,2.4,0.6
Josh Richardson,MIA,2024-25,4.0,1.5,1.5,1.0
Kel'el Ware,MIA,2024-25,9.3,7.4,0.9,0.6
Keshad Johnson,MIA,2024-25,2.7,1.8,0.3,0.3
Kevin Love,MIA,2022-23,7.7,5.7,1.9,0.4
Kevin Love,MIA,2023-24,8.8,6.1,2.1,0.3
Kevin Love,MIA,2024-25,5.3,4.1,1.0,0.7
Kyle Anderson,MIA,2024-25,6.7,3.8,2.6,0.6
Kyle Lowry,MIA,2022-23,11.2,4.1,5.1,1.0
Kyle Lowry,MIA,2023-24,8.2,3.5,4.0,1.1
Max Strus,MIA,2022-23,11.5,3.2,2.1,0.5
Nikola Jović,MIA,2022-23,5.5,2.1,0.7,0.5
Nikola Jović,MIA,2023-24,7.7,4.2,2.0,0.5
Nikola Jović,MIA,2024-25,10.7,3.9,2.8,0.8
Omer Yurtseven,MIA,2022-23,4.4,2.6,0.2,0.2
Orlando Robinson,MIA,2022-23,3.7,4.1,0.8,0.4
Orlando Robinson,MIA,2023-24,2.8,2.3,0.9,0.2
Patty Mills,MIA,2023-24,5.8,1.2,1.5,0.8
Pelle Larsson,MIA,2024-25,4.6,1.7,1.2,0.6
R.J. Hampton,MIA,2023-24,1.3,0.8,1.0,0.0
Team Totals,MIA,2022-23,109.5,40.6,23.8,8.0
Team Totals,MIA,2023-24,110.1,42.3,25.8,7.5
Team Totals,MIA,2024-25,110.6,43.4,26.4,8.1
Terry Rozier,MIA,2023-24,16.4,4.2,4.6,1.0
Terry Rozier,MIA,2024-25,10.6,3.7,2.6,0.6
Thomas Bryant,MIA,2023-24,5.7,3.7,0.6,0.3
Thomas Bryant,MIA,2024-25,4.1,3.2,0.4,0.1
Tyler Herro,MIA,2022-23,20.1,5.4,4.2,0.8
Tyler Herro,MIA,2023-24,20.8,5.3,4.5,0.7
Tyler Herro,MIA,2024-25,23.9,5.2,5.5,0.9
Udonis Haslem,MIA,2022-23,3.9,1.6,0.0,0.1
Victor Oladipo,MIA,2022-23,10.7,3.0,3.5,1.4
A.J. Green,MIL,2022-23,4.4,1.3,0.6,0.2
A.J. Green,MIL,2023-24,4.5,1.1,0.5,0.2
A.J. Green,MIL,2024-25,7.4,2.4,1.5,0.5
AJ Johnson,MIL,2024-25,2.9,1.0,1.0,0.1
Andre Jackson Jr.,MIL,2023-24,2.2,2.0,0.9,0.3
Andre Jackson Jr.,MIL,2024-25,3.4,2.7,1.2,0.5
Bobby Portis,MIL,2022-23,14.1,9.6,1.5,0.4
Bobby Portis,MIL,2023-24,13.8,7.4,1.3,0.8
Bobby Portis,MIL,2024-25,13.9,8.4,2.1,0.7
Brook Lopez,MIL,2022-23,15.9,6.7,1.3,0.5
Brook Lopez,MIL,2023-24,12.5,5.2,1.6,0.5
Brook Lopez,MIL,2024-25,13.0,5.0,1.8,0.6
Cameron Payne,MIL,2023-24,6.2,1.3,2.3,0.5
Chris Livingston,MIL,2023-24,1.2,1.0,0.2,0.1
Chris Livingston,MIL,2024-25,1.4,1.7,0.2,0.2
Damian Lillard,MIL,2023-24,24.3,4.4,7.0,1.0
Damian Lillard,MIL,2024-25,24.9,4.7,7.1,1.2
Danilo Gallinari,MIL,2023-24,2.8,1.1,0.7,0.4
Delon Wright,MIL,2024-25,2.5,1.8,1.8,0.9
Gary Trent Jr.,MIL,2024-25,11.1,2.3,1.2,1.0
George Hill,MIL,2022-23,5.0,1.9,2.5,0.5
Giannis Antetokounmpo,MIL,2022-23,31.1,11.8,5.7,0.8
Giannis Antetokounmpo,MIL,2023-24,30.4,11.5,6.5,1.2
Giannis Antetokounmpo,MIL,2024-25,30.4,11.9,6.5,0.9
Goran Dragić,MIL,2022-23,5.6,1.7,1.7,0.3
Grayson Allen,MIL,2022-23,10.4,3.3,2.3,0.9
Jae Crowder,MIL,2022-23,6.9,3.8,1.5,0.7
Jae Crowder,MIL,2023-24,6.2,3.2,1.3,0.8
Jamaree Bouyea,MIL,2024-25,3.4,1.0,2.0,0.8
Jericho Sims,MIL,2024-25,2.4,4.9,0.8,0.1
Jevon Carter,MIL,2022-23,8.0,2.5,2.4,0.8
Joe Ingles,MIL,2022-23,6.9,2.8,3.3,0.7
Jordan Nwora,MIL,2022-23,6.0,3.1,1.0,0.3
Jrue Holiday,MIL,2022-23,19.3,5.1,7.4,1.2
Kevin Porter Jr.,MIL,2024-25,11.7,3.9,3.7,1.3
Khris Middleton,MIL,2022-23,15.1,4.2,4.9,0.7
Khris Middleton,MIL,2023-24,15.1,4.7,5.3,0.9
Khris Middleton,MIL,2024-25,12.6,3.7,4.4,0.7
Kyle Kuzma,MIL,2024-25,14.5,5.6,2.2,0.5
Liam Robbins,MIL,2024-25,0.7,0.9,0.2,0.2
Lindell Wigginton,MIL,2022-23,7.1,1.0,2.0,0.0
Lindell Wigginton,MIL,2023-24,2.0,0.0,0.0,0.0
Malik Beasley,MIL,2023-24,11.3,3.7,1.4,0.7
MarJon Beauchamp,MIL,2022-23,5.1,2.2,0.7,0.4
MarJon Beauchamp,MIL,2023-24,4.4,2.1,0.6,0.3
MarJon Beauchamp,MIL,2024-25,2.0,1.2,0.3,0.1
Marques Bolden,MIL,2023-24,0.0,1.0,0.0,0.0
Meyers Leonard,MIL,2022-23,4.8,3.8,0.1,0.2
Pat Connaughton,MIL,2022-23,7.6,4.6,1.3,0.6
Pat Connaughton,MIL,2023-24,5.6,3.1,2.1,0.5
Pat Connaughton,MIL,2024-25,5.3,2.7,1.7,0.2
Patrick Beverley,MIL,2023-24,6.0,3.6,2.6,0.7
Pete Nance,MIL,2024-25,3.8,1.8,1.2,0.2
Robin Lopez,MIL,2023-24,1.1,0.3,0.3,0.1
Ryan Rollins,MIL,2023-24,1.0,0.7,1.0,0.7
Ryan Rollins,MIL,2024-25,6.2,1.9,1.9,0.8
Sandro Mamukelashvili,MIL,2022-23,2.4,2.3,0.7,0.2
Serge Ibaka,MIL,2022-23,4.1,2.8,0.3,0.1
Stanley Umude,MIL,2024-25,0.7,0.8,0.2,0.1
Taurean Prince,MIL,2024-25,8.2,3.6,1.9,1.0
Team Totals,MIL,2022-23,116.9,48.6,25.8,6.4
Team Totals,MIL,2023-24,119.0,44.2,26.5,6.8
Team Totals,MIL,2024-25,115.5,43.4,25.5,7.3
Thanasis Antetokounmpo,MIL,2022-23,1.4,1.2,0.4,0.1
Thanasis Antetokounmpo,MIL,2023-24,0.9,0.4,0.5,0.2
TyTy Washington Jr.,MIL,2023-24,1.3,0.5,0.5,0.3
Tyler Smith,MIL,2024-25,2.9,1.1,0.2,0.1
Wesley Matthews,MIL,2022-23,3.4,2.2,0.7,0.4
A.J. Lawson,MIN,2022-23,2.0,1.0,0.0,0.0
Anthony Edwards,MIN,2022-23,24.6,5.8,4.4,1.6
Anthony Edwards,MIN,2023-24,25.9,5.4,5.1,1.3
Anthony Edwards,MIN,2024-25,27.6,5.7,4.5,1.2
Austin Rivers,MIN,2022-23,4.9,1.6,1.4,0.5
Bones Hyland,MIN,2024-25,1.3,0.3,1.0,0.0
Bryn Forbes,MIN,2022-23,3.6,0.6,0.7,0.3
D'Angelo Russell,MIN,2022-23,17.9,3.1,6.2,1.1
Daishen Nix,MIN,2023-24,1.8,0.2,0.4,0.3
Daishen Nix,MIN,2024-25,0.3,1.3,1.0,0.0
Donte DiVincenzo,MIN,2024-25,11.7,3.7,3.6,1.2
Jaden McDaniels,MIN,2022-23,12.1,3.9,1.9,0.9
Jaden McDaniels,MIN,2023-24,10.5,3.1,1.4,0.9
Jaden McDaniels,MIN,2024-25,12.2,5.7,2.0,1.3
Jaylen Clark,MIN,2024-25,4.1,1.3,0.7,0.9
Jaylen Nowell,MIN,2022-23,10.8,2.6,2.0,0.6
Jesse Edwards,MIN,2024-25,0.0,0.0,0.5,0.0
Joe Ingles,MIN,2024-25,0.8,0.6,1.2,0.1
Jordan McLaughlin,MIN,2022-23,3.7,1.4,3.4,0.7
Jordan McLaughlin,MIN,2023-24,3.5,1.3,2.0,0.6
Josh Minott,MIN,2022-23,3.1,1.7,0.3,0.3
Josh Minott,MIN,2023-24,1.6,0.5,0.3,0.2
Josh Minott,MIN,2024-25,2.6,1.0,0.4,0.3
Julius Randle,MIN,2024-25,18.7,7.1,4.7,0.7
Justin Jackson,MIN,2023-24,0.0,0.0,0.0,0.0
Karl-Anthony Towns,MIN,2022-23,20.8,8.1,4.8,0.7
Karl-Anthony Towns,MIN,2023-24,21.8,8.3,3.0,0.7
Kyle Anderson,MIN,2022-23,9.4,5.3,4.9,1.1
Kyle Anderson,MIN,2023-24,6.4,3.5,4.2,0.9
Leonard Miller,MIN,2023-24,1.7,1.2,0.5,0.1
Leonard Miller,MIN,2024-25,1.5,0.8,0.0,0.2
Luka Garza,MIN,2022-23,6.5,2.3,0.6,0.1
Luka Garza,MIN,2023-24,4.0,1.2,0.2,0.2
Luka Garza,MIN,2024-25,3.5,1.4,0.3,0.2
Matt Ryan,MIN,2022-23,3.4,0.5,0.5,0.1
Mike Conley,MIN,2022-23,14.0,3.1,5.0,1.2
Mike Conley,MIN,2023-24,11.4,2.9,5.9,1.2
Mike Conley,MIN,2024-25,8.2,2.6,4.5,1.1
Monte Morris,MIN,2023-24,5.1,1.7,2.3,0.7
Nathan Knight,MIN,2022-23,3.7,1.5,0.3,0.3
Naz Reid,MIN,2022-23,11.5,4.9,1.1,0.6
Naz Reid,MIN,2023-24,13.5,5.2,1.3,0.8
Naz Reid,MIN,2024-25,14.2,6.0,2.3,0.7
Nickeil Alexander-Walker,MIN,2022-23,5.9,1.8,1.4,0.3
Nickeil Alexander-Walker,MIN,2023-24,8.0,2.0,2.5,0.8
Nickeil Alexander-Walker,MIN,2024-25,9.4,3.2,2.7,0.6
PJ Dozier,MIN,2024-25,0.8,0.6,0.6,0.1
